0,15.977,1050.1,481.65,0,81883,0,6.2824,305.87,98.761,0,33739
0,15.958,1049.7,480.52,0,81752,0,6.2647,305.61,98.377,0,34743
0,15.943,1049.4,479.61,0,79092,0,6.2499,305.38,98.031,0,34104
0,15.928,1049.1,478.69,0,76432,0,6.235,305.15,97.685,0,33464
0,15.912,1048.8,477.78,0,73771,0,6.2202,304.92,97.339,0,32824
0,15.897,1048.5,476.87,0,71111,0,6.2054,304.7,96.993,0,32185
0,15.614,1047.2,476.65,0,70410,0,6.1845,304.41,96.949,0,31375
0,15.332,1046,476.42,0,69710,0,6.1636,304.13,96.906,0,30566
0,15.05,1044.7,476.19,0,69009,0,6.1427,303.84,96.862,0,29756
0,14.768,1043.4,475.97,0,68308,0,6.1218,303.55,96.818,0,28946
0,14.605,1036.7,477.13,0,72206,0,6.0977,299.49,97.025,0,29340
0,14.442,1029.9,478.3,0,76104,0,6.0737,295.44,97.233,0,29734
0,14.279,1023.2,479.47,0,80002,0,6.0497,291.38,97.44,0,30128
0,14.116,1016.5,480.63,0,83900,0,6.0256,287.32,97.647,0,30522
0,13.953,1013.6,481.73,0,84077,0,6.0069,286.37,97.747,0,30498
0,13.79,1010.8,482.83,0,84253,0,5.9883,285.43,97.847,0,30474
0,13.627,1008,483.93,0,84430,0,5.9696,284.49,97.948,0,30450
0,13.464,1005.2,485.03,0,84607,0,5.951,283.54,98.048,0,30426
0,13.342,1002.2,485.73,0,84794,0,5.9604,282.69,98.091,0,30370
0,13.22,999.27,486.43,0,84980,0,5.9699,281.84,98.134,0,30313
0,13.098,996.33,487.14,0,85167,0,5.9793,280.99,98.176,0,30257
0,12.976,993.39,487.84,0,85353,0,5.9888,280.14,98.219,0,30201
0,12.815,991.6,489.62,0,85941,0,5.999,279.64,98.354,0,30258
0,12.655,989.82,491.4,0,86528,0,6.0092,279.15,98.489,0,30316
0,12.495,988.03,493.18,0,87116,0,6.0194,278.65,98.624,0,30373
0,12.334,986.25,494.95,0,87703,0,6.0296,278.16,98.759,0,30431
0,12.192,984.17,496.94,0,88167,0,6.0166,277.35,98.899,0,30483
0,12.05,982.08,498.93,0,88631,0,6.0036,276.55,99.039,0,30536
0,11.908,980,500.92,0,89095,0,5.9906,275.75,99.179,0,30589
